test_acc,test_f1,test_auc,best_epoch,fold,model,iter
0.6115702479338843,0.51433580730296,0.8680722278186078,36.0,,simulated_local_0,13.0
0.6198347107438017,0.51744471320108,0.8655654175302062,21.0,,simulated_local_1,13.0
0.6115702479338843,0.5112697220135236,0.8590088723648094,0.0,,simulated_local_2,13.0
0.6115702479338843,0.5120174543956314,0.8564981918099803,8.0,,simulated_local_3,13.0
0.6115702479338843,0.5104151701213802,0.8501997481229133,48.0,,simulated_local_4,13.0
0.6033057851239669,0.5058536053913557,0.8617988375288768,,,fedavg,13.0
0.628099173553719,0.5369984849289882,0.8713880886786672,26.0,,vlocal,14.0
0.6115702479338843,0.5163081432673909,0.8698265289472318,27.0,,simulated_local_0,14.0
0.6115702479338843,0.5201143438281554,0.8679064979113326,39.0,,simulated_local_1,14.0
0.6033057851239669,0.5058536053913557,0.8600492377234543,0.0,,simulated_local_2,14.0
0.5950413223140496,0.4990583804143126,0.8577788500171647,26.0,,simulated_local_3,14.0
0.6033057851239669,0.5019133555458063,0.8625582278306467,34.0,,simulated_local_4,14.0
0.6115702479338843,0.5128573874336587,0.8660405657839924,,,fedavg,14.0
0.6363636363636364,0.5500907075186454,0.8872655996418635,32.0,,vlocal,15.0
0.6198347107438017,0.5322482447731808,0.87346567769614,47.0,,simulated_local_0,15.0
0.6115702479338843,0.5181173145441498,0.8634056294253667,16.0,,simulated_local_1,15.0
0.6115702479338843,0.5199146894161557,0.866956109140136,14.0,,simulated_local_2,15.0
0.6115702479338843,0.5128573874336587,0.8635830553924881,0.0,,simulated_local_3,15.0
0.6033057851239669,0.5056285073932236,0.8650765742197425,8.0,,simulated_local_4,15.0
0.628099173553719,0.5354785837225666,0.8705333429943881,,,fedavg,15.0
0.6611570247933884,0.5709844154247621,0.8795794349203414,49.0,,vlocal,16.0
0.628099173553719,0.536275019746094,0.8811611399340408,38.0,,simulated_local_0,16.0
0.628099173553719,0.5354785837225666,0.8741204029604024,0.0,,simulated_local_1,16.0
0.628099173553719,0.5399212811885888,0.872072301837674,26.0,,simulated_local_2,16.0
0.628099173553719,0.5354785837225666,0.8692331030324846,7.0,,simulated_local_3,16.0
0.6115702479338843,0.5180407175972586,0.870269435465936,0.0,,simulated_local_4,16.0
0.628099173553719,0.5369539551357734,0.8764620082012706,,,fedavg,16.0
0.6446280991735537,0.5624874017335215,0.8785488927667656,16.0,,vlocal,17.0
0.6363636363636364,0.5459612158176751,0.871856939279782,19.0,,simulated_local_0,17.0
0.6446280991735537,0.5591812821759345,0.8773824500191305,33.0,,simulated_local_1,17.0
0.628099173553719,0.5432539240927875,0.8750766932191866,17.0,,simulated_local_2,17.0
0.6446280991735537,0.5572108091517057,0.8677609012706844,49.0,,simulated_local_3,17.0
0.6198347107438017,0.5335349055969898,0.8713505996221509,9.0,,simulated_local_4,17.0
0.6198347107438017,0.5291223927587564,0.8736671107824175,,,fedavg,17.0
0.6528925619834711,0.5678070055881151,0.8814859204541834,37.0,,vlocal,18.0
0.6363636363636364,0.5525380823377893,0.8758434974400615,15.0,,simulated_local_0,18.0
0.6611570247933884,0.5712286304252477,0.8825452995579299,39.0,,simulated_local_1,18.0
0.6446280991735537,0.556637077849199,0.8794042860757159,6.0,,simulated_local_2,18.0
0.628099173553719,0.5391979066815202,0.8751808240998978,30.0,,simulated_local_3,18.0
0.628099173553719,0.5416881181411732,0.8729197686464512,0.0,,simulated_local_4,18.0
0.6446280991735537,0.5591812821759345,0.8783837283010134,,,fedavg,18.0
0.6611570247933884,0.5760765550239233,0.8787954747473894,49.0,,vlocal,19.0
0.6611570247933884,0.5765188015090842,0.8848350221315278,2.0,,simulated_local_0,19.0
0.6528925619834711,0.5682721912668436,0.8795151853146956,23.0,,simulated_local_1,19.0
0.6446280991735537,0.557021066842379,0.8810155034836529,1.0,,simulated_local_2,19.0
0.6446280991735537,0.5599289534552347,0.8813442139630185,45.0,,simulated_local_3,19.0
0.6528925619834711,0.5630704411453075,0.8803399906683699,19.0,,simulated_local_4,19.0
0.6446280991735537,0.5558754970519676,0.8827949714484028,,,fedavg,19.0
0.6611570247933884,0.5903388688089921,0.8960568213160083,49.0,,vlocal,20.0
0.6694214876033058,0.5800845922045992,0.8889476474258061,25.0,,simulated_local_0,20.0
0.6611570247933884,0.5741515173606739,0.887348902164358,37.0,,simulated_local_1,20.0
0.6446280991735537,0.5575098263905883,0.8831892143030106,43.0,,simulated_local_2,20.0
0.6528925619834711,0.5645012204641481,0.8851418571167787,10.0,,simulated_local_3,20.0
0.6446280991735537,0.5591812821759345,0.8805479775671242,0.0,,simulated_local_4,20.0
0.6528925619834711,0.5678070055881151,0.8874285476004442,,,fedavg,20.0
0.6694214876033058,0.5880632552394418,0.8915924631749165,7.0,,vlocal,21.0
0.6694214876033058,0.582575428051722,0.8866750294711557,16.0,,simulated_local_0,21.0
0.6694214876033058,0.5800845922045992,0.8928044246472316,23.0,,simulated_local_1,21.0
0.6611570247933884,0.5810855810855811,0.8883146207163501,40.0,,simulated_local_2,21.0
0.6694214876033058,0.5843106388560934,0.8879087635778425,11.0,,simulated_local_3,21.0
0.6446280991735537,0.5646907950983187,0.8864686734644522,3.0,,simulated_local_4,21.0
0.6611570247933884,0.5756257661433825,0.8901280183715996,,,fedavg,21.0
0.6942148760330579,0.6187810292330997,0.8943287907283148,45.0,,vlocal,22.0
0.6694214876033058,0.5924527833618742,0.889380905946242,46.0,,simulated_local_0,22.0
0.6776859504132231,0.5957870715434421,0.8878916691803744,24.0,,simulated_local_1,22.0
0.6528925619834711,0.5762382480786028,0.8865689998172881,24.0,,simulated_local_2,22.0
0.6694214876033058,0.5880224603582584,0.8918447923253755,40.0,,simulated_local_3,22.0
0.6776859504132231,0.6012874457277924,0.88837456174755,23.0,,simulated_local_4,22.0
0.6694214876033058,0.5880224603582584,0.8895751074007335,,,fedavg,22.0
0.6859504132231405,0.611433396780318,0.8960046668596895,42.0,,vlocal,23.0
0.6859504132231405,0.6161371686165075,0.8929833168966702,20.0,,simulated_local_0,23.0
0.6776859504132231,0.6049021964174739,0.8954293767439602,31.0,,simulated_local_1,23.0
0.6859504132231405,0.6243401983749106,0.8921205778121274,19.0,,simulated_local_2,23.0
0.6859504132231405,0.6068562531013124,0.888981298608415,46.0,,simulated_local_3,23.0
0.6776859504132231,0.60711861700004,0.8921319038215986,23.0,,simulated_local_4,23.0
0.6859504132231405,0.616209526090949,0.8932516834827245,,,fedavg,23.0
0.71900826446281,0.654090460310556,0.9073785343716857,12.0,,vlocal,24.0
0.6942148760330579,0.6273378308841298,0.8945925806523712,0.0,,simulated_local_0,24.0
0.6942148760330579,0.6194938142974195,0.8942036088317914,0.0,,simulated_local_1,24.0
0.6942148760330579,0.6287763731144222,0.8960798999548651,26.0,,simulated_local_2,24.0
0.6942148760330579,0.6280426922852423,0.8976219189287841,2.0,,simulated_local_3,24.0
0.7024793388429752,0.6330770411687947,0.8930247847071623,7.0,,simulated_local_4,24.0
0.7024793388429752,0.6363186125746247,0.8972497032120377,,,fedavg,24.0
0.7107438016528925,0.6492657286219485,0.904120539651406,11.0,,vlocal,25.0
0.6942148760330579,0.6240320457601629,0.898224035133336,0.0,,simulated_local_0,25.0
0.7107438016528925,0.6435777703861014,0.9000729748345674,27.0,,simulated_local_1,25.0
0.6942148760330579,0.6281499123148452,0.899240014239114,15.0,,simulated_local_2,25.0
0.7024793388429752,0.6386209711183588,0.8947068789270549,0.0,,simulated_local_3,25.0
0.6942148760330579,0.6279910746598618,0.8989799498469034,0.0,,simulated_local_4,25.0
0.7024793388429752,0.6396243976985917,0.9000535910226507,,,fedavg,25.0
0.7024793388429752,0.6364451416702452,0.9033862082713957,15.0,,vlocal,26.0
0.7024793388429752,0.6368336681186313,0.9052654773909576,37.0,,simulated_local_0,26.0
0.7024793388429752,0.6464665756109607,0.9019545075431471,44.0,,simulated_local_1,26.0
0.7024793388429752,0.6368207990706961,0.9003025289476012,0.0,,simulated_local_2,26.0
0.7024793388429752,0.6407019415679678,0.902179887045683,0.0,,simulated_local_3,26.0
0.6942148760330579,0.6291873560686088,0.8970425032818455,23.0,,simulated_local_4,26.0
0.7024793388429752,0.6393445028482787,0.9020214264585602,,,fedavg,26.0
0.7024793388429752,0.6441924875079955,0.9012912132816944,10.0,,vlocal,27.0
0.7024793388429752,0.638508956377295,0.9068693749157568,0.0,,simulated_local_0,27.0
0.6942148760330579,0.6217180616104374,0.9032714360119968,27.0,,simulated_local_1,27.0
0.7024793388429752,0.6375918001116674,0.9005843034549973,44.0,,simulated_local_2,27.0
0.7024793388429752,0.6363828262927615,0.8983872773593046,0.0,,simulated_local_3,27.0
0.7024793388429752,0.6389244805132205,0.9023213768405971,0.0,,simulated_local_4,27.0
0.6942148760330579,0.6248441271908783,0.9030994369461117,,,fedavg,27.0
0.6942148760330579,0.6321743022277782,0.9034394334696627,6.0,,vlocal,28.0
0.7024793388429752,0.6326334390505512,0.9055524051724395,42.0,,simulated_local_0,28.0
0.6942148760330579,0.6366023570040484,0.907362795114899,26.0,,simulated_local_1,28.0
0.7024793388429752,0.6426502879722455,0.9033553492791948,0.0,,simulated_local_2,28.0
0.7107438016528925,0.6493536855847342,0.9014030487871413,30.0,,simulated_local_3,28.0
0.7024793388429752,0.6393445028482787,0.9032775302913383,0.0,,simulated_local_4,28.0
0.7107438016528925,0.6467825193772042,0.9049340884214309,,,fedavg,28.0
0.7024793388429752,0.6424635970090514,0.9079465371523439,1.0,,vlocal,29.0
0.6942148760330579,0.6266665165913008,0.9052263651602701,14.0,,simulated_local_0,29.0
0.7107438016528925,0.6536434900071264,0.9109418588738604,19.0,,simulated_local_1,29.0
0.6942148760330579,0.6271010843847645,0.9020871807825868,20.0,,simulated_local_2,29.0
0.7107438016528925,0.6531950930985525,0.9054968027746949,1.0,,simulated_local_3,29.0
0.71900826446281,0.6583527673110886,0.901856884387993,41.0,,simulated_local_4,29.0
0.6942148760330579,0.6253797495807297,0.9066103902593592,,,fedavg,29.0
0.7107438016528925,0.646518908089156,0.9111284730822802,48.0,,vlocal,30.0
0.7107438016528925,0.6493536855847342,0.9073811936129905,4.0,,simulated_local_0,30.0
0.7024793388429752,0.6361564870225133,0.9064301582876101,0.0,,simulated_local_1,30.0
0.6942148760330579,0.6284797000904764,0.9049582126492582,6.0,,simulated_local_2,30.0
0.71900826446281,0.6578031130858977,0.9052596256061085,2.0,,simulated_local_3,30.0
0.7024793388429752,0.6351023566125814,0.9043300407793127,15.0,,simulated_local_4,30.0
0.7024793388429752,0.6431251758495053,0.9066605560784837,,,fedavg,30.0
0.7355371900826446,0.6792097534812839,0.9120175201008347,17.0,,vlocal,31.0
0.71900826446281,0.6623981824917801,0.9082402190665612,4.0,,simulated_local_0,31.0
0.7107438016528925,0.6552843071559649,0.9041172337079584,16.0,,simulated_local_1,31.0
0.7107438016528925,0.6539493765657846,0.9084193608533891,18.0,,simulated_local_2,31.0
0.7107438016528925,0.648933663249676,0.9054344155491096,28.0,,simulated_local_3,31.0
0.7024793388429752,0.6346883208405406,0.906845509533438,18.0,,simulated_local_4,31.0
0.71900826446281,0.6609586352496843,0.9075426997773659,,,fedavg,31.0
0.7024793388429752,0.6503559801080462,0.9108218488790423,0.0,,vlocal,32.0
0.7272727272727273,0.6667691910764346,0.9064835770066754,7.0,,simulated_local_0,32.0
0.71900826446281,0.6610996054376546,0.9063535961098713,19.0,,simulated_local_1,32.0
0.7024793388429752,0.6393949556338312,0.9058354224402008,16.0,,simulated_local_2,32.0
0.7272727272727273,0.6661689878906292,0.9071202329022102,7.0,,simulated_local_3,32.0
0.7107438016528925,0.6538005135710718,0.9080568164697037,24.0,,simulated_local_4,32.0
0.71900826446281,0.6609586352496843,0.906974638128118,,,fedavg,32.0
0.71900826446281,0.6603011151868711,0.9061822822005297,3.0,,vlocal,33.0
0.7272727272727273,0.6697664987319473,0.9063259901285801,5.0,,simulated_local_0,33.0
0.7272727272727273,0.6719652248577868,0.9102691492007736,10.0,,simulated_local_1,33.0
0.7272727272727273,0.6664607136079802,0.9065532815906161,3.0,,simulated_local_2,33.0
0.71900826446281,0.6640238727929798,0.9054293353331049,27.0,,simulated_local_3,33.0
0.71900826446281,0.6642644203736513,0.9050309384652396,8.0,,simulated_local_4,33.0
0.7272727272727273,0.6697664987319473,0.907134686677141,,,fedavg,33.0
0.7355371900826446,0.6753046816353625,0.9087132929976827,26.0,,vlocal,34.0
0.7272727272727273,0.6737680808634245,0.9057297727208542,5.0,,simulated_local_0,34.0
0.71900826446281,0.6593768883423368,0.9078192159302879,0.0,,simulated_local_1,34.0
0.71900826446281,0.660605120193537,0.9079361098499636,23.0,,simulated_local_2,34.0
0.7272727272727273,0.6671349572176019,0.9101899208580224,1.0,,simulated_local_3,34.0
0.71900826446281,0.6583527673110886,0.904918464914814,5.0,,simulated_local_4,34.0
0.7272727272727273,0.6664607136079802,0.908098546823091,,,fedavg,34.0
0.7107438016528925,0.6506392686884991,0.9039749933486438,3.0,,vlocal,35.0
0.7272727272727273,0.6664607136079802,0.9074557334246441,0.0,,simulated_local_0,35.0
0.7272727272727273,0.6670995670995671,0.9030519739671022,24.0,,simulated_local_1,35.0
0.7272727272727273,0.6673001929200275,0.9058036135715457,27.0,,simulated_local_2,35.0
0.71900826446281,0.6626826734663037,0.9069556290193712,0.0,,simulated_local_3,35.0
0.7107438016528925,0.6478426993562354,0.9039788350606252,3.0,,simulated_local_4,35.0
0.7272727272727273,0.6670995670995671,0.9056987382597633,,,fedavg,35.0
0.7107438016528925,0.6595327537476298,0.908106331068571,47.0,,vlocal,36.0
0.7107438016528925,0.6533984123784566,0.9053591769393114,1.0,,simulated_local_0,36.0
0.7272727272727273,0.6678142631958869,0.9070094829624015,0.0,,simulated_local_1,36.0
0.7107438016528925,0.653922607043529,0.9045013550221939,19.0,,simulated_local_2,36.0
0.7272727272727273,0.6691801444265847,0.9057831961866113,48.0,,simulated_local_3,36.0
0.7107438016528925,0.6510237416110305,0.908121926925882,12.0,,simulated_local_4,36.0
0.71900826446281,0.6593414982243021,0.9074776287645085,,,fedavg,36.0
0.71900826446281,0.6542546435594564,0.9089630800041265,9.0,,vlocal,37.0
0.7107438016528925,0.6531573110085506,0.9111114342749156,0.0,,simulated_local_0,37.0
0.71900826446281,0.6596894952266852,0.9086811551454093,13.0,,simulated_local_1,37.0
0.7355371900826446,0.6802069140497674,0.9078152570343917,10.0,,simulated_local_2,37.0
0.7272727272727273,0.6732067703847586,0.9076422892295327,1.0,,simulated_local_3,37.0
0.7272727272727273,0.6728204435214292,0.9076804026527525,24.0,,simulated_local_4,37.0
0.7107438016528925,0.6526056699610417,0.9092100738271323,,,fedavg,37.0
0.743801652892562,0.6835629409285752,0.9075047299442608,15.0,,vlocal,38.0
0.71900826446281,0.6610521439466278,0.913371493301828,4.0,,simulated_local_0,38.0
0.71900826446281,0.6652843710280507,0.9073690754462868,0.0,,simulated_local_1,38.0
0.7107438016528925,0.6470267040913261,0.9064764803068918,48.0,,simulated_local_2,38.0
0.71900826446281,0.6662564952219437,0.9093065860818837,1.0,,simulated_local_3,38.0
0.7272727272727273,0.6675282129827586,0.905539975810356,3.0,,simulated_local_4,38.0
0.71900826446281,0.6591385310393574,0.907853621609268,,,fedavg,38.0
0.7355371900826446,0.6809455880409317,0.9096919452548784,9.0,,vlocal,39.0
0.7355371900826446,0.6747406701222939,0.9069883430129837,9.0,,simulated_local_0,39.0
0.743801652892562,0.6884722975632067,0.907351116366852,35.0,,simulated_local_1,39.0
0.7272727272727273,0.6682595705274929,0.9025194512212951,41.0,,simulated_local_2,39.0
0.7272727272727273,0.6674036707094558,0.9080338401803228,41.0,,simulated_local_3,39.0
0.7272727272727273,0.6656382317937629,0.9058458070233031,2.0,,simulated_local_4,39.0
0.7355371900826446,0.6735019933765327,0.9063830760376094,,,fedavg,39.0
0.743801652892562,0.6815780898425525,0.9106580813968782,40.0,,vlocal,40.0
0.7355371900826446,0.6814264412262745,0.9104389282192276,25.0,,simulated_local_0,40.0
0.7272727272727273,0.6681933996826428,0.9096040145684314,2.0,,simulated_local_1,40.0
0.71900826446281,0.670645144682637,0.9078154589082168,48.0,,simulated_local_2,40.0
0.7272727272727273,0.669154399542468,0.9088232435211149,6.0,,simulated_local_3,40.0
0.71900826446281,0.657701992949133,0.905179090067615,0.0,,simulated_local_4,40.0
0.7355371900826446,0.6753801688084272,0.9087326326208514,,,fedavg,40.0
0.743801652892562,0.6929699273379982,0.9111323921893024,44.0,,vlocal,41.0
0.71900826446281,0.6700451341819148,0.9034832134558981,31.0,,simulated_local_0,41.0
0.7355371900826446,0.6759911381305423,0.9098499793991318,2.0,,simulated_local_1,41.0
0.7272727272727273,0.6750667821621258,0.914038108190996,37.0,,simulated_local_2,41.0
0.743801652892562,0.6872380887823465,0.9040469240128102,7.0,,simulated_local_3,41.0
0.7355371900826446,0.6739094700511051,0.9051396700626179,1.0,,simulated_local_4,41.0
0.743801652892562,0.6877121894049107,0.909333416681549,,,fedavg,41.0
0.743801652892562,0.6894429419211132,0.9118602611026746,41.0,,vlocal,42.0
0.743801652892562,0.688030856095152,0.9121926140097896,48.0,,simulated_local_0,42.0
0.7355371900826446,0.6807857824785036,0.9109935081998433,25.0,,simulated_local_1,42.0
0.743801652892562,0.6883315164705187,0.9089158523534138,0.0,,simulated_local_2,42.0
0.743801652892562,0.6912776801912056,0.9051027432586088,21.0,,simulated_local_3,42.0
0.743801652892562,0.6881293134064753,0.9077368635630924,2.0,,simulated_local_4,42.0
0.743801652892562,0.6876553331497073,0.9099885685116638,,,fedavg,42.0
0.7355371900826446,0.680750257905463,0.9067953801602063,10.0,,vlocal,43.0
0.7520661157024794,0.7050592505137959,0.9081941421086025,25.0,,simulated_local_0,43.0
0.743801652892562,0.6886751862444619,0.911312878337009,3.0,,simulated_local_1,43.0
0.743801652892562,0.6979919697315382,0.9106064405048566,44.0,,simulated_local_2,43.0
0.743801652892562,0.6886069985641826,0.9061389999745169,44.0,,simulated_local_3,43.0
0.743801652892562,0.6883295767593288,0.9083780572523833,16.0,,simulated_local_4,43.0
0.7355371900826446,0.680750257905463,0.9085684832961943,,,fedavg,43.0
0.7520661157024794,0.7054981137625765,0.9109356883319307,7.0,,vlocal,44.0
0.743801652892562,0.6985279316256116,0.9092531206496042,27.0,,simulated_local_0,44.0
0.7355371900826446,0.680816428750313,0.9078137477571128,0.0,,simulated_local_1,44.0
0.743801652892562,0.6972096881187789,0.9122748361919905,6.0,,simulated_local_2,44.0
0.743801652892562,0.6879483169137655,0.9079268020087238,15.0,,simulated_local_3,44.0
0.7520661157024794,0.6964968105950118,0.9137322828473929,19.0,,simulated_local_4,44.0
0.7355371900826446,0.680816428750313,0.9105068197259147,,,fedavg,44.0
0.7355371900826446,0.680816428750313,0.9072909693945438,9.0,,vlocal,45.0
0.7520661157024794,0.7050592505137959,0.909079688167833,0.0,,simulated_local_0,45.0
0.7603305785123967,0.7140276595290865,0.9149302725701626,22.0,,simulated_local_1,45.0
0.743801652892562,0.6995424982251354,0.9110371723897506,1.0,,simulated_local_2,45.0
0.743801652892562,0.6975923022083069,0.9127848328803878,21.0,,simulated_local_3,45.0
0.743801652892562,0.6886245002345769,0.9085278877846962,2.0,,simulated_local_4,45.0
0.7355371900826446,0.680816428750313,0.9109202380691326,,,fedavg,45.0
0.7603305785123967,0.7134093958747947,0.9163565814766623,3.0,,vlocal,46.0
0.743801652892562,0.6893874450092016,0.9121222260369063,22.0,,simulated_local_0,46.0
0.743801652892562,0.6944342889934805,0.9140819705001186,32.0,,simulated_local_1,46.0
0.7355371900826446,0.6848267191947901,0.9122331183370026,17.0,,simulated_local_2,46.0
0.7520661157024794,0.7063499138285454,0.9150999619139523,27.0,,simulated_local_3,46.0
0.743801652892562,0.6886813642322912,0.909994378201317,7.0,,simulated_local_4,46.0
