iter,test_acc,test_f1,test_auc,model_path
82,0.859504132231405,0.8338794814001425,0.9344919894953385,/deltadisk/zhangrongyu/leo/ProCanFDL/best_model/INFL_INR_False_DP_True_LoRA_True/cancer_type_fedavg.pt
