test_acc,test_f1,test_auc,best_f1,best_auc,best_epoch,fold,model,iter
0.859504132231405,0.8558557604012149,0.9511683953161052,0.8558557604012149,0.9511683953161052,40.0,traditional,,
0.8677685950413223,0.8666732157731257,0.9432465026102331,0.8666732157731257,0.9432465026102331,45.0,,vlocal,0.0
0.8099173553719008,0.801971151378266,0.9214516100031865,0.801971151378266,0.9214516100031865,20.0,,simulated_local_0,0.0
0.7520661157024794,0.7274378392274976,0.9151017051433222,0.7274378392274976,0.9151017051433222,25.0,,simulated_local_1,0.0
0.7933884297520661,0.7825909757863958,0.9273626095279743,0.7825909757863958,0.9273626095279743,42.0,,simulated_local_2,0.0
0.8016528925619835,0.7816768023286033,0.9049673946645941,0.7816768023286033,0.9049673946645941,49.0,,simulated_local_3,0.0
0.743801652892562,0.7160442428385012,0.9039393037470643,0.7160442428385012,0.9039393037470643,20.0,,simulated_local_4,0.0
0.7851239669421488,0.7647840331543623,0.9377188851364151,,,,,fedavg,0.0
0.8512396694214877,0.8491457236865282,0.9375631736562159,0.8491457236865282,0.9375631736562159,30.0,,vlocal,1.0
0.8512396694214877,0.8392844944716602,0.9466878051459188,0.8392844944716602,0.9466878051459188,32.0,,simulated_local_0,1.0
0.8099173553719008,0.792729604850817,0.9435731081467571,0.792729604850817,0.9435731081467571,23.0,,simulated_local_1,1.0
0.8347107438016529,0.8297358700792998,0.9455286575043477,0.8297358700792998,0.9455286575043477,40.0,,simulated_local_2,1.0
0.8099173553719008,0.7982201673905828,0.9293235625658232,0.7982201673905828,0.9293235625658232,49.0,,simulated_local_3,1.0
0.8099173553719008,0.7873821017273894,0.9107670674342,0.7873821017273894,0.9107670674342,15.0,,simulated_local_4,1.0
0.8429752066115702,0.8355040252480677,0.945541757406995,,,,,fedavg,1.0
0.8760330578512396,0.8726435083010545,0.94914215592923,0.8726435083010545,0.94914215592923,35.0,,vlocal,2.0
0.8760330578512396,0.8734053824962915,0.9519242724579661,0.8734053824962915,0.9519242724579661,36.0,,simulated_local_0,2.0
0.8512396694214877,0.83741107377471,0.9475998666951687,0.83741107377471,0.9475998666951687,27.0,,simulated_local_1,2.0
0.8347107438016529,0.8293621529985166,0.9507395001458135,0.8293621529985166,0.9507395001458135,26.0,,simulated_local_2,2.0
0.8512396694214877,0.842908267037409,0.9081357555687073,0.842908267037409,0.9081357555687073,20.0,,simulated_local_3,2.0
0.8347107438016529,0.8140066383138818,0.9223186594136521,0.8140066383138818,0.9223186594136521,21.0,,simulated_local_4,2.0
0.8512396694214877,0.8422007380841,0.9462692509071221,,,,,fedavg,2.0
0.859504132231405,0.857667584940312,0.9430836842223653,0.857667584940312,0.9430836842223653,43.0,,vlocal,3.0
0.8677685950413223,0.8621037351533284,0.9554831640058654,0.8621037351533284,0.9554831640058654,20.0,,simulated_local_0,3.0
0.8181818181818182,0.8008010171646535,0.947272618935098,0.8008010171646535,0.947272618935098,49.0,,simulated_local_1,3.0
0.8429752066115702,0.8400803971051904,0.9506964928656175,0.8400803971051904,0.9506964928656175,22.0,,simulated_local_2,3.0
0.8512396694214877,0.8441407077770713,0.9364511322421732,0.8441407077770713,0.9364511322421732,29.0,,simulated_local_3,3.0
0.8264462809917356,0.8178910315273952,0.9178306884990381,0.8178910315273952,0.9178306884990381,48.0,,simulated_local_4,3.0
0.8429752066115702,0.8354481881754608,0.9478322156153928,,,,,fedavg,3.0
0.859504132231405,0.8503072684890867,0.9436760797382514,0.8503072684890867,0.9436760797382514,11.0,,vlocal,4.0
0.859504132231405,0.8502299570807618,0.9489984747273245,0.8502299570807618,0.9489984747273245,11.0,,simulated_local_0,4.0
0.8512396694214877,0.8370094453942645,0.9534039643666824,0.8370094453942645,0.9534039643666824,30.0,,simulated_local_1,4.0
0.8760330578512396,0.8741461941960073,0.9448779838776263,0.8741461941960073,0.9448779838776263,39.0,,simulated_local_2,4.0
0.8264462809917356,0.8158190294553931,0.9184029753704567,0.8158190294553931,0.9184029753704567,22.0,,simulated_local_3,4.0
0.8347107438016529,0.8250687010441097,0.9153976965513736,0.8250687010441097,0.9153976965513736,32.0,,simulated_local_4,4.0
0.8512396694214877,0.8429554835461929,0.9451782879188708,,,,,fedavg,4.0
0.859504132231405,0.856031645122554,0.9361098944998099,0.856031645122554,0.9361098944998099,34.0,,vlocal,5.0
0.859504132231405,0.8537494162207313,0.9436910252355519,0.8537494162207313,0.9436910252355519,46.0,,simulated_local_0,5.0
0.8347107438016529,0.8283290716737484,0.9509204489192448,0.8283290716737484,0.9509204489192448,44.0,,simulated_local_1,5.0
0.8512396694214877,0.8511268432591624,0.9413866922465097,0.8511268432591624,0.9413866922465097,35.0,,simulated_local_2,5.0
0.8181818181818182,0.8116126297944477,0.9237242736916152,0.8116126297944477,0.9237242736916152,35.0,,simulated_local_3,5.0
0.8181818181818182,0.8102373174380374,0.9342411514684491,0.8102373174380374,0.9342411514684491,21.0,,simulated_local_4,5.0
0.8429752066115702,0.8354481881754608,0.9461662863831845,,,,,fedavg,5.0
0.859504132231405,0.855260992451075,0.9431931552091535,0.855260992451075,0.9431931552091535,6.0,,vlocal,6.0
0.8842975206611571,0.8820940260261705,0.9467372271555256,0.8820940260261705,0.9467372271555256,17.0,,simulated_local_0,6.0
0.8429752066115702,0.8445162493009383,0.9469929942434427,0.8445162493009383,0.9469929942434427,4.0,,simulated_local_1,6.0
0.859504132231405,0.8569425076641571,0.9478364060305978,0.8569425076641571,0.9478364060305978,21.0,,simulated_local_2,6.0
0.8347107438016529,0.8299524167292761,0.939862461761346,0.8299524167292761,0.939862461761346,33.0,,simulated_local_3,6.0
0.8347107438016529,0.8314840322416079,0.9388099361812688,0.8314840322416079,0.9388099361812688,0.0,,simulated_local_4,6.0
0.8677685950413223,0.8634252516160705,0.9593627485497447,,,,,fedavg,6.0
0.859504132231405,0.8569570277397208,0.9449908297866458,0.8569570277397208,0.9449908297866458,16.0,,vlocal,7.0
0.8347107438016529,0.8310372796928496,0.9463959982799347,0.8310372796928496,0.9463959982799347,28.0,,simulated_local_0,7.0
0.859504132231405,0.8431181258932455,0.9421306919257956,0.8431181258932455,0.9421306919257956,34.0,,simulated_local_1,7.0
0.8429752066115702,0.8382133018496654,0.9384484931097571,0.8382133018496654,0.9384484931097571,39.0,,simulated_local_2,7.0
0.8016528925619835,0.8042939875139657,0.939824155812255,0.8042939875139657,0.939824155812255,10.0,,simulated_local_3,7.0
0.8016528925619835,0.7865051169864005,0.9208794168168081,0.7865051169864005,0.9208794168168081,33.0,,simulated_local_4,7.0
0.8429752066115702,0.8352687163397,0.9486687833833277,,,,,fedavg,7.0
0.859504132231405,0.8563719843058685,0.9438828738885745,0.8563719843058685,0.9438828738885745,34.0,,vlocal,8.0
0.8429752066115702,0.8338691611418884,0.9404560309197068,0.8338691611418884,0.9404560309197068,45.0,,simulated_local_0,8.0
0.8512396694214877,0.8432041787413688,0.9380215591303229,0.8432041787413688,0.9380215591303229,2.0,,simulated_local_1,8.0
0.8347107438016529,0.8299580702981567,0.9358289666427055,0.8299580702981567,0.9358289666427055,29.0,,simulated_local_2,8.0
0.8429752066115702,0.8385999027710256,0.9556489035639678,0.8385999027710256,0.9556489035639678,33.0,,simulated_local_3,8.0
0.8347107438016529,0.8330601594418107,0.9331435018956631,0.8330601594418107,0.9331435018956631,42.0,,simulated_local_4,8.0
0.8429752066115702,0.8344826371971574,0.9479007861727982,,,,,fedavg,8.0
0.859504132231405,0.8570429031364534,0.9564310700694437,0.8570429031364534,0.9564310700694437,48.0,,vlocal,9.0
0.8760330578512396,0.8708191393302008,0.9565491885009302,0.8708191393302008,0.9565491885009302,32.0,,simulated_local_0,9.0
0.859504132231405,0.8581534179659766,0.9499462144967163,0.8581534179659766,0.9499462144967163,33.0,,simulated_local_1,9.0
0.8429752066115702,0.8424809640120643,0.9440536973474221,0.8424809640120643,0.9440536973474221,24.0,,simulated_local_2,9.0
0.8264462809917356,0.8136578461849521,0.9131573516389783,0.8136578461849521,0.9131573516389783,30.0,,simulated_local_3,9.0
0.8347107438016529,0.8290515334703342,0.9418953463261373,0.8290515334703342,0.9418953463261373,37.0,,simulated_local_4,9.0
0.8347107438016529,0.8289572038721283,0.9538979899568265,,,,,fedavg,9.0
0.8677685950413223,0.8643414436802866,0.9492305429379819,0.8643414436802866,0.9492305429379819,40.0,,vlocal,10.0
0.8429752066115702,0.837592710319983,0.9601342582474138,0.837592710319983,0.9601342582474138,49.0,,simulated_local_0,10.0
0.859504132231405,0.8566069640505851,0.9548055017902646,0.8566069640505851,0.9548055017902646,44.0,,simulated_local_1,10.0
0.8429752066115702,0.8340373431282522,0.9449434257707552,0.8340373431282522,0.9449434257707552,2.0,,simulated_local_2,10.0
0.8347107438016529,0.8267876572614088,0.933907169445104,0.8267876572614088,0.933907169445104,31.0,,simulated_local_3,10.0
0.8181818181818182,0.8084729999574649,0.9328363885956895,0.8084729999574649,0.9328363885956895,18.0,,simulated_local_4,10.0
0.8512396694214877,0.8433293978748523,0.9486745959894741,,,,,fedavg,10.0
