test_acc,test_f1,test_auc,best_epoch,fold,model,iter
0.6115702479338843,0.5149047226823874,0.7913491735675886,12.0,traditional,,
0.6115702479338843,0.5133817388826248,0.8179870684433213,16.0,,vlocal,0.0
0.628099173553719,0.5304960750134133,0.7879826412108112,35.0,,simulated_local_0,0.0
0.628099173553719,0.5312906148450921,0.7861344297031326,49.0,,simulated_local_1,0.0
0.4132231404958678,0.24165095935430864,0.5183444845832315,0.0,,simulated_local_2,0.0
0.4793388429752066,0.35973697135177163,0.8022230539590789,49.0,,simulated_local_3,0.0
0.4214876033057851,0.26235535379553326,0.7155184327666456,8.0,,simulated_local_4,0.0
0.5537190082644629,0.450636254032611,0.7953074739847529,,,fedavg,0.0
0.6198347107438017,0.5198236107327017,0.8056293980373757,3.0,,vlocal,1.0
0.628099173553719,0.5324028160391797,0.7926715057340847,10.0,,simulated_local_0,1.0
0.628099173553719,0.5304960750134133,0.7859250338848235,4.0,,simulated_local_1,1.0
0.5867768595041323,0.48574380165289255,0.8185111875528461,39.0,,simulated_local_2,1.0
0.6363636363636364,0.5369195198740653,0.7886612048821202,1.0,,simulated_local_3,1.0
0.5785123966942148,0.48021507517674,0.8132108238109659,32.0,,simulated_local_4,1.0
0.6115702479338843,0.5124402733031392,0.8042923172446296,,,fedavg,1.0
0.6115702479338843,0.5124402733031392,0.8221204900510626,2.0,,vlocal,2.0
0.6363636363636364,0.5377880678943253,0.8124111248153025,8.0,,simulated_local_0,2.0
0.628099173553719,0.5304960750134133,0.8060694087297778,2.0,,simulated_local_1,2.0
0.6115702479338843,0.5095841682772686,0.8346096591320766,33.0,,simulated_local_2,2.0
0.628099173553719,0.5278592375366569,0.8064214157228622,5.0,,simulated_local_3,2.0
0.5950413223140496,0.49616709149513366,0.8138073552935751,10.0,,simulated_local_4,2.0
0.6115702479338843,0.5124402733031392,0.8220689257292441,,,fedavg,2.0
0.6033057851239669,0.5037844440937785,0.8443064958927158,11.0,,vlocal,3.0
0.6446280991735537,0.544246384921174,0.8256654227313072,10.0,,simulated_local_0,3.0
0.6115702479338843,0.5138587730927925,0.8377763898924685,38.0,,simulated_local_1,3.0
0.6033057851239669,0.5015632779050084,0.8393784934273179,30.0,,simulated_local_2,3.0
0.6115702479338843,0.5095841682772686,0.8390088438232619,44.0,,simulated_local_3,3.0
0.6115702479338843,0.5124402733031392,0.8155176516177923,0.0,,simulated_local_4,3.0
0.5950413223140496,0.4974956173303281,0.8395139721257084,,,fedavg,3.0
0.6033057851239669,0.5023892241839287,0.8353633296297296,0.0,,vlocal,4.0
0.6115702479338843,0.5147071891939927,0.8554822081219092,20.0,,simulated_local_0,4.0
0.6033057851239669,0.5037844440937785,0.8395602182854947,4.0,,simulated_local_1,4.0
0.5950413223140496,0.4946490459686941,0.844564363847339,9.0,,simulated_local_2,4.0
0.6115702479338843,0.5100525232920478,0.8379398946325626,4.0,,simulated_local_3,4.0
0.6033057851239669,0.5023892241839287,0.8356465054086708,0.0,,simulated_local_4,4.0
0.6033057851239669,0.5037844440937785,0.843969185241137,,,fedavg,4.0
0.6033057851239669,0.5037844440937785,0.851359170439992,1.0,,vlocal,5.0
0.6115702479338843,0.5156481849956348,0.8534899847765015,23.0,,simulated_local_0,5.0
0.6198347107438017,0.5188156793035721,0.8534903842561128,30.0,,simulated_local_1,5.0
0.5950413223140496,0.49419496166484117,0.8438683801910382,0.0,,simulated_local_2,5.0
0.6033057851239669,0.5023892241839287,0.833989835414853,6.0,,simulated_local_3,5.0
0.5867768595041323,0.48682664542467385,0.8408627512390964,5.0,,simulated_local_4,5.0
0.6033057851239669,0.5023892241839287,0.8467311869629892,,,fedavg,5.0
0.5950413223140496,0.49616709149513366,0.8480699293887325,2.0,,vlocal,6.0
0.6115702479338843,0.5119441034840903,0.850810298377478,3.0,,simulated_local_0,6.0
0.6198347107438017,0.517644121727129,0.8510606216541874,20.0,,simulated_local_1,6.0
0.6033057851239669,0.5023892241839287,0.8476988553718234,0.0,,simulated_local_2,6.0
0.6033057851239669,0.5037844440937785,0.8409485239470987,0.0,,simulated_local_3,6.0
0.5950413223140496,0.4922004132231405,0.8414298165117614,33.0,,simulated_local_4,6.0
0.6033057851239669,0.5023892241839287,0.8480475079678346,,,fedavg,6.0
0.6033057851239669,0.5026041092308032,0.8650830182253727,46.0,,vlocal,7.0
0.6198347107438017,0.5201667019848838,0.8516120035197293,12.0,,simulated_local_0,7.0
0.6033057851239669,0.5037844440937785,0.8489740500077274,0.0,,simulated_local_1,7.0
0.5950413223140496,0.4946490459686941,0.8496746931778343,0.0,,simulated_local_2,7.0
0.5950413223140496,0.49519428009058897,0.8496020140172112,31.0,,simulated_local_3,7.0
0.5950413223140496,0.49252084995344353,0.8455275814757215,10.0,,simulated_local_4,7.0
0.5950413223140496,0.49519428009058897,0.8545548655331867,,,fedavg,7.0
0.5950413223140496,0.49926693747957235,0.8626306915966128,42.0,,vlocal,8.0
0.5950413223140496,0.49519428009058897,0.85835869565482,0.0,,simulated_local_0,8.0
0.5867768595041323,0.487368447779005,0.8530326449397363,1.0,,simulated_local_1,8.0
0.5867768595041323,0.4863746748447414,0.8526425090797697,1.0,,simulated_local_2,8.0
0.5950413223140496,0.49419496166484117,0.8566570859192272,36.0,,simulated_local_3,8.0
0.5867768595041323,0.48455578512396696,0.8432281210404496,7.0,,simulated_local_4,8.0
0.5867768595041323,0.4863746748447414,0.8555330706503682,,,fedavg,8.0
0.6033057851239669,0.5029412413393283,0.8790416435685463,49.0,,vlocal,9.0
0.6115702479338843,0.5153176544225888,0.8647588621712048,13.0,,simulated_local_0,9.0
0.5867768595041323,0.48952594940832983,0.863935623111386,20.0,,simulated_local_1,9.0
0.5950413223140496,0.4919735530702427,0.8541984242504056,8.0,,simulated_local_2,9.0
0.5867768595041323,0.48682664542467385,0.857811201310598,1.0,,simulated_local_3,9.0
0.5867768595041323,0.4849705999789512,0.8570454533579596,48.0,,simulated_local_4,9.0
0.5867768595041323,0.48799933599724915,0.8630537033438714,,,fedavg,9.0
0.6363636363636364,0.5425803835355745,0.8798914500234316,46.0,,vlocal,10.0
0.6198347107438017,0.5218936785939209,0.8713151836815501,11.0,,simulated_local_0,10.0
0.5950413223140496,0.4958299593866086,0.8747198021628532,36.0,,simulated_local_1,10.0
0.5950413223140496,0.49668845566850006,0.8714016494716864,35.0,,simulated_local_2,10.0
0.5950413223140496,0.49519428009058897,0.872951055358456,49.0,,simulated_local_3,10.0
0.5950413223140496,0.4958299593866086,0.8673753563946744,19.0,,simulated_local_4,10.0
0.5950413223140496,0.4958299593866086,0.8735933197248839,,,fedavg,10.0
0.6694214876033058,0.5884424345966284,0.8903760755598007,47.0,,vlocal,11.0
0.6198347107438017,0.5267206219432303,0.8779171344758614,40.0,,simulated_local_0,11.0
0.6198347107438017,0.5217140851565464,0.8819203262516773,48.0,,simulated_local_1,11.0
0.6033057851239669,0.5066261390125026,0.8736156219220602,2.0,,simulated_local_2,11.0
0.5950413223140496,0.503849380002731,0.8798576502416103,39.0,,simulated_local_3,11.0
0.6115702479338843,0.5106145786474293,0.8772322758650895,38.0,,simulated_local_4,11.0
0.6115702479338843,0.5120174543956314,0.8816919613572479,,,fedavg,11.0
0.6363636363636364,0.5529819008015607,0.8923114961179784,47.0,,vlocal,12.0
0.6363636363636364,0.5366533090242751,0.8919524400589565,18.0,,simulated_local_0,12.0
0.6363636363636364,0.5454054384770075,0.8824608548205874,14.0,,simulated_local_1,12.0
0.628099173553719,0.5486106044973408,0.886921575809859,37.0,,simulated_local_2,12.0
0.628099173553719,0.5358820907410249,0.8794552354069227,48.0,,simulated_local_3,12.0
0.6033057851239669,0.5191384373202556,0.8747605393236151,8.0,,simulated_local_4,12.0
0.6198347107438017,0.5322707595434868,0.8837426957918364,,,fedavg,12.0
0.6611570247933884,0.5770397574821579,0.891768965006602,45.0,,vlocal,13.0
0.6528925619834711,0.5681941321102845,0.8860871399312682,24.0,,simulated_local_0,13.0
0.6528925619834711,0.557654800825043,0.8927310438946372,44.0,,simulated_local_1,13.0
0.6363636363636364,0.561492271351474,0.8878047073185786,38.0,,simulated_local_2,13.0
