test_acc,test_f1,test_auc,best_f1,best_auc,best_epoch,fold,model,iter
0.8512396694214877,0.8437511430039449,0.9512971299309376,0.8437511430039449,0.9512971299309376,1.0,,simulated_local_1,16.0
0.859504132231405,0.8470464289951023,0.9396992141506928,0.8470464289951023,0.9396992141506928,40.0,,simulated_local_2,16.0
0.8264462809917356,0.8181383354937073,0.9323032255845749,0.8181383354937073,0.9323032255845749,25.0,,simulated_local_3,16.0
0.8347107438016529,0.830995498105915,0.9461391921107001,0.830995498105915,0.9461391921107001,12.0,,simulated_local_4,16.0
0.8429752066115702,0.8350456086986551,0.9500950328448946,,,,,fedavg,16.0
0.8760330578512396,0.8714679260133804,0.9508519601501154,0.8714679260133804,0.9508519601501154,10.0,,vlocal,17.0
0.8512396694214877,0.8487723080608455,0.9376304655615761,0.8487723080608455,0.9376304655615761,44.0,,simulated_local_0,17.0
0.859504132231405,0.8551844951376121,0.9433375312598448,0.8551844951376121,0.9433375312598448,6.0,,simulated_local_1,17.0
0.8512396694214877,0.8471080434716798,0.9403759120809395,0.8471080434716798,0.9403759120809395,34.0,,simulated_local_2,17.0
0.8512396694214877,0.8401534461007698,0.9434082931942074,0.8401534461007698,0.9434082931942074,28.0,,simulated_local_3,17.0
0.859504132231405,0.8509558393855914,0.9396987076264467,0.8509558393855914,0.9396987076264467,30.0,,simulated_local_4,17.0
0.8677685950413223,0.8627564256866993,0.9506286900810307,,,,,fedavg,17.0
0.8677685950413223,0.8616320318799657,0.946255062031044,0.8616320318799657,0.946255062031044,16.0,,vlocal,18.0
0.8760330578512396,0.872526049215183,0.9523443387583838,0.872526049215183,0.9523443387583838,22.0,,simulated_local_0,18.0
0.8512396694214877,0.8468753765545208,0.9401433576110022,0.8468753765545208,0.9401433576110022,3.0,,simulated_local_1,18.0
0.859504132231405,0.852816016557974,0.9553271821491808,0.852816016557974,0.9553271821491808,23.0,,simulated_local_2,18.0
0.859504132231405,0.8547245473577554,0.9430113482313743,0.8547245473577554,0.9430113482313743,24.0,,simulated_local_3,18.0
0.8760330578512396,0.8718287772833226,0.9445311453240777,0.8718287772833226,0.9445311453240777,3.0,,simulated_local_4,18.0
0.8760330578512396,0.8709106320676567,0.9527819663898681,,,,,fedavg,18.0
0.8677685950413223,0.862964033211967,0.9516075387663497,0.862964033211967,0.9516075387663497,32.0,,vlocal,19.0
0.8512396694214877,0.8460351533551062,0.9560266407234436,0.8460351533551062,0.9560266407234436,0.0,,simulated_local_0,19.0
0.8429752066115702,0.826559925247334,0.9454574270312873,0.826559925247334,0.9454574270312873,0.0,,simulated_local_1,19.0
0.859504132231405,0.8551777415503787,0.9587501384082886,0.8551777415503787,0.9587501384082886,30.0,,simulated_local_2,19.0
0.859504132231405,0.8506956040996271,0.928386400207645,0.8506956040996271,0.928386400207645,40.0,,simulated_local_3,19.0
0.8512396694214877,0.8464715866657614,0.95068419368758,0.8464715866657614,0.95068419368758,24.0,,simulated_local_4,19.0
0.859504132231405,0.8515490570036024,0.9526980592882478,,,,,fedavg,19.0
0.8677685950413223,0.8635692590238045,0.9520504347559594,0.8635692590238045,0.9520504347559594,34.0,,vlocal,20.0
0.859504132231405,0.8477499011107967,0.9467665003625267,0.8477499011107967,0.9467665003625267,12.0,,simulated_local_0,20.0
0.8677685950413223,0.8580304632305888,0.9574854751940541,0.8580304632305888,0.9574854751940541,30.0,,simulated_local_1,20.0
0.8677685950413223,0.8584724180557985,0.9497275547145068,0.8584724180557985,0.9497275547145068,45.0,,simulated_local_2,20.0
0.8760330578512396,0.8702317290552585,0.9442613171492843,0.8702317290552585,0.9442613171492843,4.0,,simulated_local_3,20.0
0.8512396694214877,0.8480678695696037,0.935948906022974,0.8480678695696037,0.935948906022974,28.0,,simulated_local_4,20.0
0.859504132231405,0.8506972916890272,0.9549307415854263,,,,,fedavg,20.0
0.8760330578512396,0.8707801759875899,0.9494410119107876,0.8707801759875899,0.9494410119107876,34.0,,vlocal,21.0
0.9008264462809917,0.8961175933911231,0.9624283223532557,0.8961175933911231,0.9624283223532557,31.0,,simulated_local_0,21.0
0.8677685950413223,0.8643444009472717,0.9584079512535808,0.8643444009472717,0.9584079512535808,3.0,,simulated_local_1,21.0
0.859504132231405,0.8529301277235161,0.9515691718228695,0.8529301277235161,0.9515691718228695,30.0,,simulated_local_2,21.0
0.859504132231405,0.855260992451075,0.9334373707149018,0.855260992451075,0.9334373707149018,24.0,,simulated_local_3,21.0
0.8429752066115702,0.8346411164592982,0.9272117189630142,0.8346411164592982,0.9272117189630142,16.0,,simulated_local_4,21.0
0.8677685950413223,0.8636910139302483,0.9533039674827573,,,,,fedavg,21.0
0.8677685950413223,0.8636910139302483,0.951315844229781,0.8636910139302483,0.951315844229781,44.0,,vlocal,22.0
0.8429752066115702,0.836137909263495,0.9445366639034272,0.836137909263495,0.9445366639034272,40.0,,simulated_local_0,22.0
0.8512396694214877,0.8443015134436388,0.9474431173818166,0.8443015134436388,0.9474431173818166,31.0,,simulated_local_1,22.0
0.8512396694214877,0.8423600950786683,0.9372650748817088,0.8423600950786683,0.9372650748817088,41.0,,simulated_local_2,22.0
0.8429752066115702,0.828517763228507,0.9316981559443612,0.828517763228507,0.9316981559443612,43.0,,simulated_local_3,22.0
0.859504132231405,0.8509558393855914,0.9368648399141835,0.8509558393855914,0.9368648399141835,25.0,,simulated_local_4,22.0
0.859504132231405,0.8515490570036024,0.9484488355812011,,,,,fedavg,22.0
0.8760330578512396,0.8716108452950557,0.9549042225443979,0.8716108452950557,0.9549042225443979,38.0,,vlocal,23.0
0.8677685950413223,0.8642791551882459,0.9525452033554423,0.8642791551882459,0.9525452033554423,47.0,,simulated_local_0,23.0
0.8677685950413223,0.8594647776465958,0.948678694533398,0.8594647776465958,0.948678694533398,48.0,,simulated_local_1,23.0
0.859504132231405,0.8490325101895349,0.9545758872006967,0.8490325101895349,0.9545758872006967,35.0,,simulated_local_2,23.0
0.8512396694214877,0.8402088107970459,0.9376765923427269,0.8402088107970459,0.9376765923427269,43.0,,simulated_local_3,23.0
0.8347107438016529,0.8279659734205187,0.9392425281515993,0.8279659734205187,0.9392425281515993,27.0,,simulated_local_4,23.0
0.8512396694214877,0.8436408963514458,0.9520841077738564,,,,,fedavg,23.0
0.8842975206611571,0.8794954276780481,0.9519289819068816,0.8794954276780481,0.9519289819068816,25.0,,vlocal,24.0
0.859504132231405,0.8531241229651603,0.9444336477242024,0.8531241229651603,0.9444336477242024,33.0,,simulated_local_0,24.0
0.859504132231405,0.8493959974026968,0.9485857456420771,0.8493959974026968,0.9485857456420771,38.0,,simulated_local_1,24.0
0.8512396694214877,0.8475362586280376,0.9488547981905437,0.8475362586280376,0.9488547981905437,30.0,,simulated_local_2,24.0
0.859504132231405,0.8443821871989984,0.9443077275255124,0.8443821871989984,0.9443077275255124,20.0,,simulated_local_3,24.0
0.8760330578512396,0.8719187148939213,0.9566740316210566,0.8719187148939213,0.9566740316210566,4.0,,simulated_local_4,24.0
0.8677685950413223,0.861773166521622,0.9521518816220863,,,,,fedavg,24.0
0.8842975206611571,0.8787340664166204,0.9544987676056649,0.8787340664166204,0.9544987676056649,19.0,,vlocal,25.0
0.8677685950413223,0.8549628516570663,0.9546286686993054,0.8549628516570663,0.9546286686993054,47.0,,simulated_local_0,25.0
0.8512396694214877,0.8392910519229276,0.9439714132018288,0.8392910519229276,0.9439714132018288,28.0,,simulated_local_1,25.0
0.8677685950413223,0.8602617079889806,0.9474090324997232,0.8602617079889806,0.9474090324997232,6.0,,simulated_local_2,25.0
0.8677685950413223,0.849162462881471,0.9491601328623466,0.849162462881471,0.9491601328623466,2.0,,simulated_local_3,25.0
0.8677685950413223,0.8589157399074754,0.9580834043213237,0.8589157399074754,0.9580834043213237,11.0,,simulated_local_4,25.0
0.8760330578512396,0.8675280798000273,0.9542943897642846,,,,,fedavg,25.0
0.859504132231405,0.8555168914020588,0.9446746193907725,0.8555168914020588,0.9446746193907725,35.0,,vlocal,26.0
0.8512396694214877,0.8405671039461776,0.9544397883710783,0.8405671039461776,0.9544397883710783,30.0,,simulated_local_0,26.0
0.8429752066115702,0.8314640069663195,0.9444744706545302,0.8314640069663195,0.9444744706545302,11.0,,simulated_local_1,26.0
0.8429752066115702,0.8401106698627361,0.9397058782398161,0.8401106698627361,0.9397058782398161,48.0,,simulated_local_2,26.0
0.8429752066115702,0.8343267632687219,0.9414151048179611,0.8343267632687219,0.9414151048179611,37.0,,simulated_local_3,26.0
0.8347107438016529,0.833116430455103,0.9349872285278961,0.833116430455103,0.9349872285278961,40.0,,simulated_local_4,26.0
0.8677685950413223,0.86138502427419,0.9513080397136444,,,,,fedavg,26.0
0.8677685950413223,0.8631963402016878,0.9496427004743003,0.8631963402016878,0.9496427004743003,23.0,,vlocal,27.0
0.8677685950413223,0.85957748040495,0.9491575289360937,0.85957748040495,0.9491575289360937,16.0,,simulated_local_0,27.0
0.859504132231405,0.851670735236651,0.9506537197812652,0.851670735236651,0.9506537197812652,9.0,,simulated_local_1,27.0
0.8429752066115702,0.8216190102189954,0.9436752605469428,0.8216190102189954,0.9436752605469428,2.0,,simulated_local_2,27.0
0.8677685950413223,0.8595035443481491,0.9539524175590937,0.8595035443481491,0.9539524175590937,3.0,,simulated_local_3,27.0
0.8264462809917356,0.8156409746468082,0.9261126047481026,0.8156409746468082,0.9261126047481026,31.0,,simulated_local_4,27.0
0.8677685950413223,0.8592756149275826,0.9490029797883819,,,,,fedavg,27.0
0.8677685950413223,0.8641892201399347,0.9535009319083445,0.8641892201399347,0.9535009319083445,27.0,,vlocal,28.0
