round,loss
1,7.624261538187663
2,7.129645983378093
3,6.684230963389079
4,6.273196538289388
5,5.882518291473389
6,5.503156979878743
7,5.1297305425008135
8,4.761030673980713
9,4.398695309956868
10,4.0455310344696045
11,3.7056544621785483
12,3.384885787963867
13,3.0879079500834146
14,2.8176627159118652
15,2.576962471008301
16,2.3659098943074546
17,2.1812493801116943
18,2.0175068378448486
19,1.8710146347681682
20,1.7388299703598022
21,1.6182091633478801
22,1.5080363353093464
23,1.407489498456319
24,1.317011793454488
25,1.2358074585596721
26,1.1656944751739502
27,1.1022234757741292
28,1.0521918932596843
29,1.0002787113189697
30,0.9643039306004842
31,0.9231990377108256
32,0.9010526140530905
33,0.8642123540242513
34,0.8458012938499451
35,0.8209198315938314
36,0.8064208229382833
37,0.7849272688229879
38,0.7725839018821716
39,0.7571555773417155
40,0.7504693269729614
41,0.7356138825416565
42,0.7258458336194357
43,0.7190439303716024
44,0.7080086469650269
45,0.7047909299532572
46,0.6947391827901205
47,0.6882350842157999
48,0.6832793752352396
49,0.6755987604459127
50,0.6691953738530477
