round,loss
1,86.28914896647136
2,86.53078969319661
3,86.74025217692058
4,86.92095438639323
5,87.05972544352214
6,87.16941324869792
7,87.24730428059895
8,87.29656473795573
9,87.31487528483073
10,87.30693054199219
11,87.27469380696614
12,87.21626790364583
13,87.1334711710612
14,87.03120676676433
15,86.92523701985677
16,86.80189514160156
17,86.66332753499348
18,86.51393381754558
19,86.36019643147786
20,86.19915008544922
21,86.03529866536458
22,85.8699722290039
23,85.70289357503255
24,85.53600311279297
25,85.37258656819661
26,85.21191914876302
27,85.05652618408203
28,84.90986887613933
29,84.77160135904948
30,84.63902791341145
31,84.5148188273112
32,84.39715576171875
33,84.2862065633138
34,84.1818135579427
35,84.08517201741536
36,83.99865976969402
37,83.92095184326172
38,83.84768422444661
39,83.7810541788737
40,83.72070566813152
41,83.6668472290039
42,83.61895243326823
43,83.57649739583333
44,83.5376205444336
45,83.50438944498698
46,83.4763412475586
47,83.4530258178711
48,83.43400573730469
49,83.41905721028645
50,83.4080301920573
